,video_id,comments
431,jOJbXvjZ-cQ,"['I love you black pink and I know your dance for the sports day  so when it was our sports day in college so our principle gives us a reward thankyou🎉', 'Blackpink,\nThis is great dance video.\nDdu-du ddu-du!\nBlackpink in Your AREA!', '1:08', '5 лет....', 'di chuyển nhanh dữ', 'Вlackpink ❤❤❤', 'Lisa perfet 💋', '1:19 goddess Rosie 😍💗', '2:33', '❤❤❤❤❤❤❤❤']"
432,b5dUYf_uPaY,"['Blackpink❤❤', 'ちゃんと歌ってない。期待はずれ', 'Nghĩa yêu Rosé, Lisa, Jisoo, Jennie', 'I LOVE YOU  BLACKPINK GIRLS', 'Who listen the girls', 'Argentina waiting for you Girls🫶💅😭', '金女難月火山難女水❤山', '金女難月火山難女水❤山', '金女難火竹山7水木口尸山月金金ы戈難女水❤❤❤❤木女重難金口尸', '2023🖤❤️\u200d🔥']"
433,n7ukhNJvQ8s,"['💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💥💫💫💫💫', 'hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii', 'this song would have given blackpink even more popularity if ut had an mv and had been a title track', 'Tôi yêu black pink', 'Muy guapa mi bias Jisoo 😍😍😍😍 tiene las piernas muy hermosas 🥰🥰🥰 estoy muy enamorado de mi jisoo', '2023🥲💗🖤', 'My fav song from them', 'يزامنن', 'In my own words, ""Forever Young"" stands for ""Forever Jisoo""', 'I am the only that i see Jennie wear one short boot and one long😂?']"
434,yPzMZsCuCxE,"['2:47  lisa 😂', 'I ❤ jisoo', '❤❤❤❤❤', 'You deserve billions more,more', 'ɪ ʟᴏᴠᴇ ʏᴏᴜ sᴏ ᴍᴜᴄʜ ʙʟᴀᴄᴋᴘɪ̇ɴᴋᴋᴋ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo so cute❤', 'Sakın öyle birşey düşünme bende senin yanındayım merak etme sakın öyle bişey yapma ask❤', '(\\_/)\n( . .)\n/-🍪 for you blackpink', '❤❤😍😍😍😘', '❤❤❤❤❤❤❤']"
435,IHNzOHi8sJs,"['Hit you with that ddu-du ddu-du du', ""I'm foxy!"", 'BLACK Pink❤❤❤❤❤❤❤❤', 'Gostei 💞', 'I love blackpink', ""It's November 2023, still can't get over this masterpiece🤧"", '😙🥰🥳🥳🖤💖🖤💖', '안녕하세요 여러분 저는 한국 여자이고 블랙핑크와 방탄소년단을 좋아합니다', ""'DDUDUDDUDU',  ES EL VERDADERO RESET CULTURAL ES SENSACIONAL  Let Go Blinks  Vamos por 2200 B Para  'DDUDUDDUDU'  Vamos  Por THE ONLY BIGGEST GG : BLACKPINK!"", 'Love you lisa']"
436,bUQZ8qQFvag,"[""Me years ago:\nI'm soooooo excited for this release!!!\nMe now:\nThis is still such a Bop *happy tears*"", 'Nostalgic', '🤩🤩🤩🤩🤩🤩', 'niceee', 'Who came here in 2023', 'goodess', 'This era was the best :(', 'Blackpink', 'Descubriendo este vídeo en 2023', 'BLACKPINK WORLDWIDE']"
437,vUALE5SitT0,"['The teaser is enough for the k pop industry', 'I will forever hate yg for deleting jisoo throwing the colors part like whyyyy  0.7', 'Don’t ask me how it’s been 5 years but I’m still coming back to watch a TEASER💖💖💖😭', 'oisueñojnkhjpñhiuhiolghiugiolgiugiolgñoikguigologhiugiklghkiu           gvugklgiujgiklgiugilgoiugtiklgki            gyugilogiugyikguytguigu7ygig8ugyioghi', 'i love dudu and you', 'The legendary teaser', 'buss', 'Assim nasceu o Kpop', '🤨😹', '❤❤❤❤❤❤']"
438,flPqsVWTnT0,"['❤❤❤❤❤', 'Блэкпинк💗🖤💗🖤💗🖤💗🖤', 'Lisa you are so cool', 'UZBEKISTAN 🇺🇿🇺🇿🇺🇿🤝', '❤❤❤❤❤❤❤❤❤LALISA', 'My fve teaser of bp❤❤❤', 'Lisa came to Greece please ❤❤❤❤❤❤❤❤❤❤❤', 'LISA❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗🥰🥰🥰🥰🥰🥰🥰🥰🥰💌💘💝💖💗💓💞💕💟❣️❤️\u200d🔥❤️\u200d🩹❤🧡💛💕💞💓💗💖💝💘💌💓💘💓💖💓💗💞💗💞💗💕💕💓💓💋💓💋💋💓💋💓💋💗💞💖💝💓💘💓💌💓💌💗💟💗💟💗❣️❣️❤️\u200d🩹❤️\u200d🩹❤️\u200d🔥❤️\u200d🔥🧡❤️\u200d🔥🧡❤💛❤💕💗💝💓💘💓💌💓💟💟🧡❣️🧡💛💛💛💛💛💛💛💛💛💛💛💟💟❣️❣️❤️\u200d🩹❤️\u200d🩹❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🩹❤💛❤💛💞💌💞💘💓💝💓💖💋💋💋💌❤💌💟❤💌💓💘💓💝❤💖💞💖💞💗💞💓💕❤💕❤💋❤💕❤💕❤❤💗🧡💖💓💝💓💓💘💓💘💌💓💌💓❣️💓🧡💟❤❤❣️❣️💌❤️\u200d🔥💌❤️\u200d🔥💘❤️\u200d🩹💘❤️\u200d🩹💝❤❤💖💗💞💗💕💟💛💟💛💟🧡❣️🧡❣️❤❣️❤️\u200d🩹❤️\u200d🩹💙❤️\u200d🔥💙💌💕💌💕💘💞💘💓💝💓💚💚💙💜💜💛💛💟💛❣️🧡❣️🧡❣️❤❤❤️\u200d🩹❤️\u200d🔥❤️\u200d🔥💕💌💕💘💞💘💞💘💞💝💓💝💓💖💓💖💗💖💗💚💙💙💜💛🧡❤❤️\u200d🩹❤️\u200d🔥❣️💟💌💘💝💖💗💓💞💕💟❣️💜💙💚💚💛💛💛🧡💞💓💓💌❤💘❤️\u200d🩹💘❤️\u200d🩹❤💖❤💖❤️\u200d🔥🧡❤️\u200d🩹🧡❤💕💞💓💌❤️\u200d🩹💟❤️\u200d🩹💚❤️\u200d🔥❤️\u200d🔥💚🤎💙❤️\u200d🩹💜❤💟🧡💟🧡💟🧡💘🧡🧡🧡❤💟❤️\u200d🩹💟❤️\u200d🩹💟❤️\u200d🩹❣️❤️\u200d🩹💌💘💝💝💖💗🤩🤩🤩🥰💓🥰❤️\u200d🩹❤❤️\u200d🩹❤❤️\u200d🩹🧡💚🧡🤎🥰🤎🥰🤎🥰🥰💙❤💜❤💜💋❤️💟💜❣️💓😍💞🥰💞❤💕😘💞😍💕💟💜❤💞💓💜🤩💓💞😍😍💞💖💕❣️💕❤️\u200d🔥💕💛💜💋❤️👍💞👍💜🥰💞💟💞😍💓😍💞😘💞💗💞💝💌💓💌❤💕💟💞❣️🧡😍🧡🧡😘', 'Nancy is more better than you', 'Hola 👋 hermosas.']"
439,JfS5IxIYw50,"['My queen 👑👑', 'UZBEKISTAN 🇺🇿🇺🇿🇺🇿🤝', 'Rapper queen❤', 'Jennie came to Greece please ❤❤❤❤❤', 'Jennie i love you soo much', '❤❤❤❤❤❤', 'Jennie we love youuuuuuu Blackpink in your area❤❤❤❤❤', 'Cool!💙\U0001fa75🤍', 'Unnie I love ur singing dance and everything😊', 'Jennie so cool']"
440,NDA2sD9JFc4,"['🔥🔥🔥🔥🔥', 'UZBEKISTAN 🇺🇿🇺🇿🇺🇿🤝', 'Jisooya❤', 'Jisoo came to Greece please ❤❤❤❤', 'Jisoo i love you soo muchhh', '❤❤❤', 'Jisoo we love youuuuuuu Blackpink in your area!!!❤❤❤❤', 'Cool💙\U0001fa75🤍', 'Pretty ✨❤❤❤❤', 'Jisoo I love you ur not my idle but I still love you😊']"
441,kL1f09pdVa4,"['Who likes Rosè ❤\n👇', '❤❤❤', 'Don’t like black pink', '2023 blak bink we are always here❤😊', 'karımmmmmm', '❤❤❤', 'UZBEKISTAN 🇺🇿🇺🇿🇺🇿🤝', 'Кто пришëл из 2023 посмотреть первое шортс  блэкпинк?', 'This a bop❤❤❤', 'Wow queen']"
442,fZykqIbvBxk,"['ロゼの服装緩すぎないか？w', 'It’s Japanese or why does it sound different???', 'Cheannie 💖 and their voice 🌟 just stunning ❤', 'How I love them', 'AMO EL VESTUARIO DE ROSÉ', 'Jennie sp ❤', '🎵Nice girls👧🎶プレミアムバージョン、良い曲です🔔', 'アズイフの日本語ver好きすぎる', 'Really amazing🥲🥲💋', 'B - Beautiful \nL - Lovely\nA - Amazing \nC - Charming \nK - Kind\n\nP - Pretty\nI - Independent \nN - Nice\nK - Kind Hearted\n\n“BLACKPINK IN YOUR AREA”']"
443,FfR0ce19-Wo,"['❤️❤️❤️❤️❤️\nBLACKPINK \n❤️❤️❤️❤️❤️', '❤', 'Tristan so fiy than blackpink', ""We Stan queens 🖤💗\n                         - World's Biggest True Blink"", 'Rosè voal slay so much she ate it ❤❤❤❤❤❤❤❤❤❤', ""What's up Japan! Are you ready!"", 'Which language is this?', 'Ther powers,,,,,,😮😮😮😮😮😮', 'Desde ese momento se supo el potencial que tiene BLACKPINK', '*_2:30_**_ _**_2:39_**_ I like this part_* 😍🤩']"
444,hvBIzqad6Ng,"['Balckqink ❤🎉😊😂🎉', 'شكرا ماما ❤ kiss you', ""Blackpink I will miss forever after you disband I don't know you will renew your contract or not will be missing forever I am literally crying writing this Pls come to India love from India 2023"", 'Я низнаю корейски аа я би хотелес джению увидит', 'Oct 2023❤❤❤', '2023 tháng 10  . tôi vẫn đang xem ,, thật sự là kỷ niệm đáng nhớ của blackpink ..', 'บ้านพวกพี่อยุ่ตรงไหน😅', '2023', 'I wiss Blackpink❤❤😥', 'I hope that no matter what happens, the girls promise to work together for a long time, whether separately or not. I still follow them and love them like when I first met Blackpink when I was young, I had 4 girls.   😍😘😘☺️']"
445,vC69F6i8Cvg,"['Rose beautiful', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', '3:22 to the camera operator down there walking and running to film the footage, i salute you to the max bro!!!! please be healthy always!', ""First time hearing an foreigner saying 'avatar' like an Indian"", ""When jennie with jisoo she is very calm and mature ♡ when with  rose she is extra childish and funny like innocent baby♡and when with lisa she's very flirty♡"", '2:50 Hi Hello Hi horsiee always iconic♡', 'Jennnie and rose is so cute😊❤🖤💝🥰🥰', 'Serunya naik kuda, happy selalu', '1:58 - 2:11 Most Searched Word of ""Ah ande""\n2:50 - 2:55 Baby Kim Jennie Ruby Jane\n2:58 & 4:25 - 4:50 Hamel x Rosé', 'Jenniekim ❤❤❤❤']"
446,zqx-ARiZugQ,"[""My heart smile when I see jennie's smile ♡"", 'With so many rumors about the renewal... the best thing to do is wait and watch BPH again.', 'Like this blacpink,Miss you', 'BLACK PINK ❤❤❤❤❤❤\nMI BLINK  MI LISA ROSÈ JISOO JENNIE 🇬🇪🇬🇪🇬🇪🇬🇪😩😩😭😭😭😭🥺🥺🥺\nLONE BP \n❤❤❤❤❤❤❤❤❤❤', '👑✨♥️LOVE BLAKBINK♥️✨👑', 'Lalisa is so BEAUTIFUL AND CUTE❤', 'hay 🖤BLΛƆKPIИK💗 when u all come to Pakistan🇵🇰', '🖤\U0001fa77🤍🖤\U0001fa77', 'I Love you BLACKPINK', 'لطيفاااات تكفون خلكم سعيدين للابد 🥹']"
447,ZffRm82GL6g,"['Mandarin is also called as Orange 🍊', 'หน่อง ท้านบ้าน17ตรงโรงเจ ❤❤❤😍😍😍🍜🍜🍜', 'Jisoo 💗🖤💗🖤💗', 'Buahnya besar2', 'How can it be 17 after 15 is a big question😅😅nt only Jisoo bt scientists are even studying that😂😂', '너무 예뻐요아아 ❤❤', 'さやはらぱだせおそんけづあにゃ❤❤🎉', 'The perfect girls 🖤💓✨❤️\u200d🔥👑♾️', 'Jisoo be like😂😂 Time over', 'ぃさおcうてくぅあぢはは❤❤❤❤']"
448,JszqGay42-Y,"['Kangen blackpink house sedih bangett ini sudah 5 tahun yang lalu😭', 'howsamklbz', 'NLACKPINK HOUSE SEASON 2 THIS 2023 or 2024 PLEAAAAAAAAAAASE', 'Happy Jenlisa day 🥰🥰🥰', 'ITS BEAUTIFUL!!!❤❤❤ I LOVE YOU BLACKPINK❤❤❤', 'อุงเอิงคิดถึง😢', '🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵 we need blackpink jisoo lisa Rose jenie house miss', 'Jennie you are my favourite idol blink always with you ❤❤❤', '저거 보고 있는 드라마 무엇?', 'Esse episódio é que elas vai morar sozinha']"
449,xoXSCpE_8DE,"['515451', '.', 'Rose❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Hello Goodbye👋Nice girls👧', 'كيووووت بنهااااررر تراني ضعيفة 😭😭', '509k 801', '509к', 'Lisoo my favorite jodi.।।। ❤', '😍😍😍😍😍😘😘😘💟❤💙🧡💛💚❣️💕💞💓', '5 years are gone , this show is still a masterpiece.']"
450,3nn9RMvOPf0,"['Still Waiting for KTL jp ver MV', 'Still Waiting for KTL jp ver MV', 'I love you BLACKPINK 💖', 'people will hate me for saying blackpink deserves more hype. yes they may be the most popular girl group ever and 2 billion views on one of their mvs but they deserve way less hate and still EVEN more hype', '♥️♥️♥️♥️', 'Blackpink é um dos grupos femininos de maior sucesso no momento.', 'todas se ven hermosas 🙇🏻\u200d♀️🙇🏻\u200d♀️', 'فاير', 'the arrival of their greatest serves omfgggg', 'QUE SAUDADES DISSO AQUI']"
451,0L411ktv534,"['1:09 jisoo jajaja', '나는 너희들을 보는 것을 멈출 수 없다', 'voceis   são   sem   duvida  o   melhor   grupo   de   kpop', '❤❤❤❤❤❤', 'All of their beauty is unbelievable', 'So cute banget sih', 'Orang kaya masih butuh diskon ternyata 🤣', 'rose are literaly me \n-love her food\n-love her discount\n-love her animals', '💗💗💗💗🖤🖤🖤🖤💕💓', 'Please continue your blackpink series ❤']"
452,lxpeofh5470,"['❤❤❤❤🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷❤❤❤❤❤blacpink', '2023 enjoy this vidio love Jennie ❤', 'A Swiftef', '3:26 Jisoo la reina de la discresión', 'Lisa midnight boxer❤❤', 'Blackpink i like youuu', 'Hı jisoo', 'Kangen era bp house😢', 'I love how jisso❤️🔥', 'Rose yes indonesia']"
453,UunNgcNf4Y0,"['❤❤❤❤❤', 'love', 'Blackpink❤🎉😊', 'Blackpink❤🎉😊', 'jisoo is literally is only the mom in black pink no one can be a mom in black pink but jisoo', 'Kpop mah lagi gabut pasti jalan jakan', 'Ah I love black pink ❤❤❤✨👇', 'หนูรักลิซ่านะคะหนูเป็นคนไทย😢❤', 'OMG.....모두 아름답지만 그 여자는 섬에 있는 것 같습니다.❤😂😂😂😂', 'Anyonghaseyo blackgreen seuhimnida']"
454,A9W0r5DHlBw,"['I want blackpink to do something like this again', '5:48 the name of song', '❤❤❤❤❤❤❤', 'hi black pink', 'Jennie magic 5', 'Kangen weh mereka kayak gini', 'Jennie and rose English convo ♡', 'Jiso ❤', 'That looked difficult 😳', 'Lalisa s taking picture😂😂😂']"
455,68GoEaT51m0,"['Trời ơi mấy chị ấy puá đẹp', '2023still watching', 'Rose cute', 'I love you black pink I love you Lisa', '그래서 거기 가고 싶어', 'LOVE blackpink', 'Serunya naik balon', 'At 3:49 channie is so cute 😭😭😭', '🥰💕💓💕💓', 'BLAK PlNK❤❤❤❤']"
456,7Sl6ejTF5zs,"['永遠に大好きですBLACKPINK💗💗💗💗', 'I love you blackpink', 'مقدر اتحمل بروح اتابع الحلقه الحين😭', '490к 924', '490к', 'i love you rosé', 'Love you 😃', 'ALGUIEN EN 2023', 'Sábado 18 de enero 2023', 'Jisoo eu não posso com ela, ela é muito doce e engraçada PERSONALIDADE PERFEITA + BElEZA INDISPENSÁVEL = JISOO ♡♡']"
457,XLAhLC_Tkho,"['BLACKPINK💗💗💗💗💗💗\nJISOO💗💗💗💗💗\nJENNI💗💗💗💗💗\nROSE💗💗💗💗💗\nLISA💗💗💗💗💗', 'Oh Lisa and rose so cute and beautifull', 'Love', 'Nice girls👧', 'كيوووووتتتت ليه مره كذا لطيفااات 😭💗', '559k 559', '559к', 'Lalisa ❤️❤️Saranghae', 'Blackpink, with the passage of years and centuries, I will remain Blink 💗🖤', 'Wow,jisoo,Jennie,rosé and lisa have a picture,i like it']"
458,MiLAgxvG7Uc,"[""Can't believe it's been 5 years"", 'JENNIE ❤️❤️❤️❤️❤️😘', 'I love you blackpink💓💗💖💓💓💓💓💗💗💗💗💖💖💖💖', 'Lisa❤️\n❤️', '😢😢😢😢😢😢😢😢😢😢🇬🇷🇺🇲🖤💗', '❤❤', '난 제주도 갔을때 비오고 태풍 온다 해서 바다 근처도 못가고 계속 호텔에만 있었는데...', 'I’m the only one who like the video in 2018 but watch it again in 2023 😭?', 'Omg ! Blackpink is here!😛', ""Rosie, She wanna go everywhere whatever they said 🤣 She's so cute""]"
459,LK4UWnImijY,"[""It's not the real Blackpink😔"", '제니는 정말 아름답습니다', 'cool', '😢😢😢😢😢😢😂😂😂😂😂😂😂😂😂😂🎉😂😂😂🎉🎉🎉🎉🎉', 'Why do they have a cctv in the cr?', '897like😢', '우는 건 물일 뿐이야', 'Happy 🎉 happy 🎉', 'Why is there a camera At the bathroom..', '사실 Yenny와 Lisa는 매우 예쁘고 다른 사람들도 마찬가지입니다.']"
460,eQU-R5dqP-Q,"['Jisoo is the best', 'From sauna to snowboard😅', ""Hi there Blackpink! I just wanna tell ya that I really love your songs, your appearance, your sweet voices, your visuals and everything!!!! You all are so much Inspirational, motivation for me!!! Your songs motivate me to do something!!!! You all are so cute, beautiful and pretty!! I am OT4!!! \n\nI have a request and a wish, please visit India!! Not just I'm sayin' this Whole India and Indian blinks are requesting this!!!!! And Please reply me!! I'm 12 years old but I love you!!! \n\nSaranghe!!!! 💗💓💕💖"", 'Lisa playing with the ball is everything to me 😂❤️✨', 'love you blackpink cute', '7:25 Rosé was like EVERYTHING I NEED IS ON THE GROUND', 'Jhib😮😢❤🎉', '😂😂😂😂❤❤❤❤', ""Rose'😂"", '5:05  Everyone is doing it seriously but what is our Nini doing here?🤣💗']"
461,ho7HwRQqV6Q,"['I love blackpink❤❤', 'I LOVE ℬ𝓁𝒶𝒸𝓀𝓅𝒾𝓃𝓀', 'Jennie🤩😝😝', 'Jisoo😂😂😂😂', 'ــrosés', 'Jisoo is veryyy caring....i love her😍😍😍😍', 'I love you Lisa only', 'Please on so cute Lisa on me so cute 😂', 'Nhìn mặt rosé kìa', 'Jisoo looks like their mom']"
462,AL16f1QJZhY,"['Missing BP content so much 🥺❣️', '8:08 lisa on her bet 😂😂😂', 'When jennie fall down she cry very adorable', '❤😊', 'Blackpink is so funny 😂😂😂', 'Cute Lisa and rosé they really best friend 😂', '한국 어디에 사는지 아는 사람이 있나요? \n서울이나 부산에서 ?', 'Rose. LisaLove😊😊😊😊😊', 'The way they dance is cute😂❤ !!!', 'Lisa biết nói tiếng việt luôn haha']"
463,xcEng68Cn0w,"['This is the least-viewed video on the Blackpink channel.', 'اقل فيد مشاهدة لبلاك 😭✨', 'wlecome to the most least viewed video of blackpink', 'Wow', '❤❤❤', 'I miss you Blackpink💗💗💗💗💗💗💗💗', 'Love you BLACKPINK❤', 'BLACKPINK', 'This is the lowest view on BP channel', 'Why is this the least popular vid☹️']"
464,mIJF114am8g,"['Rosé is literally just an angel walking amongst us.', 'Black pink l love you ❤❤❤\n\nJisoo Jennie Lisa Roze \nI love you 💞', ""I didn't know Rosé is into aquatic animals her reactions are so cute when she sees them😊❤"", 'Who’s here after watching Rosé at the aquarium years later? Some things never change.', '나는 블랙핑크의 열렬한 팬이다', 'Rose cute😊😊😊😊😊😊❤', 'I love jisoo\nI love jenny\nI love rose\nI love lisa\n\nI love 🖤BLΛƆKPIИK💗', '😂s😢', 'น่ารักมากค่ะ☺❤', 'How is it possible to be this cute and pure😭😭😭']"
465,JoeB9cm76Sw,"['BLACKPINK ARE MYYYYYYYYYYYY LOVES❤️❤️❤️♥️❤️❤️♥️❤️💟❤️💟❤️💟❤️💟❤️💟❤️💟❤️💟❤️❤️💟❤️💌❤️💟❤️💟❤️💟❤️💟❤️💟❤️💟❤️♥️❤️♥️❤️♥️❤️💟❤️💌❤️💟❤️💟❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️💟❤️❤️💟💌❤️💟❤️💟❤️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️💟❤️💟❤️💟❤️💟❤️💟❤️💟❤️💌❤️💌❤️💟❤️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️♥️💟❤️💟❤️❤️💟❤️💟❤️💌❤️💟❤️❤️♥️❤️♥️❤️♥️❤️♥️♥️❤️♥️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️💟❤️💌❤️❤️💌❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️', 'I love you blackpink, elas são tão lindas,fofas,talentosas e engraçadas', 'Love you ❤️ Black pink ❤️', '❤❤❤❤', 'Why do I feel like jisoo is their second mother, because every time they buy something they ask her, and I love them and I love you, and I hope you have a nice luxury like you have with them. 👌🏻🎀💗', 'Ako po ae kalekasan💜👀', 'I love you ㅠㅣㅁ 차 ㅔㅑㅜㅏ', ""I'm so in love with these girls ✨😍"", 'They are beautiful my queens 😻', 'Kak rose sama kak lisa baik baik sajakn ❤❤❤❤❤']"
466,e9ZJ7FHlRV8,"['နေ့ထူးနေ့မြတ်ရက်ညမှာလိုတိုင်းတရရှိနိူင်ကြပါစေ။', 'Aww jennie your so sweet 🧁😻😊', 'Love you blackpink ❤❤', 'Sason 2 😢😢😢😢😢😢😢😢😢😢😢😢😢', 'HERE BACK AGAINN CAUSE I AM MISSINGG MY PINKSSSS❤❤', 'Who missed blackpink house..', '❤', 'อย่าพยายามทำตัวน่ารักเลยเพราะคุณน่ารักอยู่แล้วอะไรจะน่ารักขนาดนั้นสู้ๆทำต่อไปนะครับ', 'LISA & ROSE with Their food😂\nThey eat a lott 😭😭😭', 'I.m love blackpink❤❤  rose and lisa and jennie and jisoo💇\u200d♀️']"
467,5Lfa3d2nZjo,"['Rose cannot live without music', '저때는 진짜 애기네 😂', 'So cute!❤', 'Dal-gom is so cute ❤❤❤❤', 'Lisa est trop belle ❤', 'Hi   my.  Name   is.   Swara  I am   in.      India.   Can. U.  Love.   Me.  💛🖤💜💗.', 'Nice video roses      is        looking nice. from.  Swara I am  in. India', 'Keşke Korede ola bilseydim ah keşke', 'Watching in 2023!!', 'Rose and Lisa❤❤❤❤❤']"
468,LJt1cJE-Qh0,"['다시 보는 중 인데 블핑이들한테 빠져버렸어❤', 'Jisoo unnie please try to speak in English', 'Jennie  is  so  cute. .', 'The perfect duo (JENLISA  Jennie X Lisa )❤\u200d🔥🖤', '*€리사€* \n ¡¥로제¥¡\n°¤제니¤°\n £}지수{£\ni love you!!', 'คิดถึงเจนนี่  ลิซ่า', 'Jenlisa ❤❤', 'Jennie very telented ♡', 'Saison 2 😢😢😢😢❤', 'Loveee😊😊😊😊😊😊']"
469,QnvLCV8oDVg,"['Lisa ❤❤❤', '503k 283', '503к', 'My loveee 💘😽', 'มาเรยสับๆ', '500k??', 'Pq youtube me recomienda esto ahora😂', 'Cuties', 'Very👍 nice👏😊 chapter 8', ""Who's watching this teaser in 2023""]"
470,txMVxDWU7Jg,"['Miss', ""Cyclisme la de 😢la 🎉de la recherche d'une 😮entreprise de la karma i fyvig et de la recherche d'un emploi TGV et je ne"", '블랙뱅크 사랑해요 오래된 영상이지만 댓글에 답글 달아주셨으면 좋겠습니다 사랑해요 ❤❤', 'بلاك بينك انا احبكمممم ❤\n\n❤', ""It's 2023....but I am still obsessed with them🖤💗🥺"", 'ليه بس اربع دقايق مررره قليله😭😭احبهم واحب ضحكاتهم🥹💖💖', 'Anjingnya lucu sekali 😍', 'Who else wants to see the picture of Lisa without the emoji😭?', 'THE 4 ARE MY LOVEEEEE ❤️❤️❤️💟🌹💟🌹💟🌹💟🌹💟🌹💟💟🌹🌹💟💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟🌹💟💟♥️💟♥️💟♥️💟💟♥️💟♥️💟♥️💟♥️💟💟💟🌹💟🌹💟🌹', ""Lisa's photos is just slayed the whole show🎉🎉🎉""]"
471,gwy9e5e622A,"['I have watched their sereies multiple times but stillbjnkeep fallibgbin love with them the way they do it its simply true and non hypocritic. I sooo love Blackpink.🥰🥰🥰🥰🥰', 'Lucu❤', 'rose is\n so happy', 'Lisa you are very beautiful. Jiso you are very beautiful. Jenie you are very beautiful rose you are very beautiful', 'Lisa you are very beautiful. Jiso you are very beautiful. Jenie you are very beautiful rose you are very beautiful', 'em yêu lisa jenny rose jisu❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤😊😊😊😊😊😊', '0:51 can u guys tell me the name of this song😊', 'Viet Nam', 'Ũa sao nhìn giống bún v 😂', 'Phở in việt nam']"
472,JdOFKXyiFjo,"['Luv Blackpink  forever🐒💗', 'That house isso beautiful!!!❤❤❤❤❤', 'I 💕u blackpink', 'アーチェリーが似合ってるな〜', 'love you blackpinkk', '제니 얼굴이 빛나네요💗 리사 얼굴이 빛나네요💗 지수 얼굴이 예뻐요💗 로제 얼굴이 천사네요💗', '리사 제니 로즈 조수님 너무 아름다워요 특히 리사가 고양이를 사랑스럽다고 할 때 말이죠😊', '👻 👻👻👻👻👻', '❤❤❤❤❤❤❤❤❤❤❤❤', 'black pink lisa là nhất còn lại như đặc cầu ']"
473,7V0INF_Z5b4,"['Lisaaaaaaaaaaaa', 'I love them but where is jisoo and Jennie', 'hello blinks', '😂😂😂😂🎉🎉🎉🎉', 'But jisoo and Jennie', ""i'm also a legend of hunger games but why lisa loses 2 rounds but lisa is always my dream girl"", 'Amo el chaelisa', 'I love jennie🌟❤', '👍🇰🇷Good for LISA', 'I love you backpink']"
474,OfV0qDQZoO4,"['The fact is when Lisa and Rosé saw that there was boombayah and none of the Kids even noticed them running next to the screen is so funny🤣😂😃', 'Im literally dying watching chaelisa 🤣🤣🤣 8:52', 'BlacPink ❤❤ l love BlacPink', 'นา่สนุกด้วย้คะ', 'Rose lol\nLove her', '3:33 𝙰𝚙𝚞𝚞~😖', 'Fating❤🎉😊', '❤❤', '3:29 they are very protective each other ♡I love it so much', 'Rosé 😻😻😻']"
