,video_id,comments
72,hk0Xgy03UIA,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '❤❤❤❤❤', 'cute jennie cute jisoo cute lisa cute rose', 'Rose 😂😂😂😂😂❤❤❤', 'У мужлан нет прав', 'Hepiniz çok tatlosiniz ❤', 'All the member are cute', 'CUTEST FACESSSSSSSSSSSSS ROSE IS CUTE ALSO JENNIE AND JISSO AND LISA ALSO ALLLLLL', 'blinks a play you all the time my friends love you and i love you more blinks \n❤', 'Lisa is cute❤❤😊😊']"
73,Q5fP3iLafzM,"['Pls hungary', 'Blackpink in Mexico City!!', 'Estoy súper feliz yo fui ahí en la zona vip denle like a este comentario si también fueron😊', 'Lisa', 'Can you say my name please name Misheel😊', '❤❤❤❤ beautiful queens 👑', 'Blackpink seni cok seviyorum', ""Happy 7th Annivesary BLACKPINK🖤💗🖤💗 Please don't disband..."", 'Nice❤', 'Cuando a Colombia blackpink❤']"
74,K_t30E2AjME,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '😑😑', 'So cute princess Jennie 🖤💝 and rosè I love you blackpink princess 🖤💖', '❤❤', 'Who love Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸\n\n\n\n👇❤️', '❤❤❤', ""Aww so cute and Jennie if they call you lazy you're not ok?"", 'Cutiee JENSOO❤❤❤❤', 'Hi jisoo ❤❤❤', 'Jensoofalse😢😢😢😢']"
75,oNTt5oh6yek,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Hi', 'Jennie and Jisoo so cute', 'cute', 'Las amo❤❤❤❤❤❤', 'Jisoo jisoo❤', 'When you are coming to India', '너 같은 사람들의 마음을 엿먹여라', 'Beomgyu the trendsetter', 'OMG I CANT RESISTTT SO CUTEEE']"
76,35XABEDIR7k,"['💖💖', 'I’m Vietnamese !', '❤❤❤', ""🇺🇸:Do you tour Spain or am I just the one who didn't do it? PLEASE BLAKPINK TOUR IN  SPAIN\n🇪🇸:Jira por España o soy yo que no lo hicieron? POR FAVOR BLAKPINK TOUR EN ESPAÑA\n🇵🇹:Jira por Espanha ou sou eu que não lo hicieron? BLACKPINK POR FAVOR JIRA POR ESPAÑA"", 'Indian blink lets show them how many indian blinks are here', 'BLACKPINK❤❤❤❤❤❤❤❤❤❤', 'BLACKPINK❤❤❤❤❤❤❤❤❤❤', 'Βlackpink σας παρακαλω μην χωρισεται σας αγαπάμε. Blackpink dont disbanding we love you 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭❤️❤️💞❤️💞❤️💞❤️💗💗💗💗💗💗💗💗💗💗💗💗💗💕💖😘😭😭Με αγαπη απο την Ελλάδα. With love from Greece 🇬🇷 💞 💖', 'YAAAAAAAAAAAAAA SLAY GIRLS!!!!!', '안녕하세요 블랙핑크 이 댓글 보시면 제가 말씀드리고 싶은 점은 제가 생일날 블랙핑크 뉴저지 티켓을 받았는데 네 콘서트에 가서 울었는데 그게 내 첫 한국 콘서트라서 정말 좋았고 네가 블랙핑크라고 말한 순간 울었어 몇 번이라도 계속 블랙핑크로 있어주세요  💗']"
77,MdKz1sKGFr4,"['They are such girl bosses omg 😍😍', '❤❤❤❤', 'love ya blackpink', 'is blackpink coming to PA Canonsbrug ??', 'Cool votre album😊😊😊❤❤❤❤❤❤❤❤❤', '네 명의 전설이여 영원하라 ❤❤', '❤❤❤❤❤❤❤❤', 'Muazab', 'Coachella week 2 !!!! Blackpink ❤❤', 'B❤l❤a❤c❤k❤p❤i❤n❤k❤']"
78,jba5D8chWzk,"['Beautiful', 'These girls are just awesome my bday on nov 9 and i want blackpink stationary set on my birthday 🎈🎂 love you blackpink🫶🫶🫶🎂🎆♥️♥️🪩🥇🎖️🎖️🏅🥇❤️', 'please come to pakistan for your concert love from pakistan', 'Me Türkistan blackpink ❤❤❤❤❤❤❤❤❤❤❤❤pinkblack', 'Coachella week 1!! Blackpink❤❤', 'Yg duy beni lütfen Türkiyeye🇹🇷🇹🇷 gelsin BLACKPINK..🖤💗🖤💖', '❤❤❤', 'I love blackpink', 'You guys are my happiness❤❤❤', 'Can we see live concert in phone']"
79,eBuQfK9ZPuQ,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '사랑해, 지수 ❤❤', '❤❤I Love you jisoo\nYou are a queen 💓👑\nOn the black pink group 🎉', 'jisooo is best  ❤ i love jisoo ľm josoo😊😊', 'Sosoo😍', '🌹JISOO FLOWER🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹\n❤ALL EYES ON ME❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'My turkhis fan❤', 'Who will support Jisoo forever? 💗🤏🏻', '지수오오 넌 너무 예뻐, 넌 너무 달콤해', 'O melhor álbum de todos, ME é uma obra de arte']"
80,_YajgtGF5s4,"['ven al municipio de irapuato', 'Black Pink   I. love you', '❤❤❤ love', 'Blackpink Japan Tokyo Tokyo Dome!!❤', 'Born pink ❤❤❤', 'Come to India', 'can u come to Canada again? please 🙏', 'Love u black pink❤❤❤❤❤❤❤❤❤️❤️❤️\u200d🔥❤️❤️\u200d🔥😘🥰😍😘', 'HERE  ARE  VERY   BLKS  WANT   TO    SEE  YOU😢😢😢', 'BLACKPINK  PLS  COME  TO  PAKISTAN𡟶😥']"
81,_FO7SjDGbBE,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'I LOVE YOU', 'Love the house girl and the song!!', 'Love you Jisooooooooooooooooooooooooo 🌸🌸🌸🌸🌸💮💮💮🏵️🏵️🏵️🏵️🌻🌻🌼🌼🌼🌷🌺🌺🌷🌼🌻🌻🏵️🏵️💮💮💮🌸🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺', 'liool', 'I love you jussi ❤😂❤', '❤❤❤❤❤❤❤❤❤😊😊❤❤❤❤', 'جيش العرب أثبتو وجودكم', 'Jisoo ❤❤❤❤', 'I love you JISOO❤']"
82,2teptoNjT0g,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Jisoo Flower house is ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Me jisoo is so cute❤❤❤', 'Jisoo Queen❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤Flower🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹', 'Who will support Jisoo forever? 🌹🤏🏻', 'Jisoo 😍😍🥰🥰', '🌹🌹', ""Please let’s support Jennie's new single “You And Me” Out 6th of October 13:00 PM KST"", 'Her smile is always so magnetic and lights my heart. I love seeing her do her own thing.', 'I love you blackpink im your Best fan']"
83,FJf8U0bB1iw,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Ben Lisa kardeşim de jısoo yu  seviyo ve lisa ya çok sevdiğimi söyler misin lisnın benimle konuşmasını çok istiyorum😊😢', 'Your so beautiful jisoo', 'I LOVE YOU ❤jisoo ❤', 'You look so beautiful 🖤💖🖤💖 princess jisoo 🖤💝 love you', '😊😅😊😅😊❤😅', 'Jisoo', '❤❤❤❤❤', 'i love you jiso', 'Music Jisoo Flower 🌺🌹']"
84,jss_1vycIpo,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'So cute princess 🖤💖🖤💖 jisoo', '😍😍😍', 'עם ישראל חי', '화장 안한 지수가 더 귀여워 ❤❤❤', '정말 아름다운 변화네요 지수님, 나한테 인사 좀 해주실 수 있나요?', '？这是什么意思，要不您还是再学学，出师了再说吧', 'Blak pick🌸🌹🏵💐⚘', '❤❤❤❤', 'cute']"
85,cbUDv7ILQZM,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Jisoo❤❤❤', 'اول عربيه', 'Eu juro que eu ouvi a jisoo falando (é agora) nessa parte 1:26. Kkkk', '❤', 'Jischuu so pretty😮❤', '🤍💙💗', 'Hello chị Jisoo lớp em cung nhảy cai bai chi nhảy hihi :333', 'The best idol Jisoo ♡', '❤❤❤❤❤❤😊🎉FLOWER😊❤❤❤❤❤❤']"
86,tKQRtJHw1Fg,"['😂😂😂😂😂🎉🎉🎉🎉🎉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😅😅😅😅🎉🎉🎉🎉🎉😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉😅😅😅😅😅😂😂😂😂😂❤❤❤❤❤', 'I am speach less because of this performance I am your afghan blink', 'I love you Lisaaa❤', '나는 아제르바이잔 사람이고 당신을 사랑합니다', 'Lisa I am your big fan  and I m following on Facebook and Instagram please give me answer please 🥺🥺🥺🥺🥺🥺', 'I love BLACKPINK who else is a black pink found a real blink', 'Soo cute blackpinkkkk', ""I didn't have the sound on, but the moment Jennie did the shut down dance gave me goosebumps.... Why's no one talking about the transition????????? It's so smooth"", 'Me to rose:can I give you a rose?😏me to jisoo:are you the moon cuz even if it’s dark you still shine my day😏me to Lisa:do you have a name or can I just call you mine😏me to jennie:are you the main rapper because you rap me away😏guys this is fake I was just giving you guys so rizz tips😂', 'YAS💗']"
87,fmaFTCDQrHI,"['❤❤❤❤😊😊😊😊', 'I love you Rosé', 'Guys can I come to the Coachella guys', 'Lisa❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤rose❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤jennie❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤jisoo❤❤❤❤❤❤❤❤❤❤❤❤❤', '살아왜요', 'I love you so much blackpink', 'I Love blackpink 🖤💗', 'Only true BLACKPINK Cancun like this comment🎉', '😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍', '요 며칠 전에 미리❤😮']"
88,klbdGv5Bz3U,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '꽃과 파리지옥의 한 끝 차이', '군대  가시게요?   힘이  넘치네요', 'Who is that jisoo', '😂😂😂', '❤🌹', '🤣', 'Bruhhhhhh', 'Jisoo ka sat', 'Her mom is a separate kind of art']"
89,akrrJv8aGuM,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'У кого биаска Джиссу сюда\n👇', 'i love you so much❤', 'You are so cute love you Jisooooooooooooooooooooooooo 🌺🌺🌸🌸💮💮💮💮💮🏵️🏵️🌻🌼🌼🌷🌷🌼🌻🏵️💮💮💮🌸🌸🌺🌺🌺💮💮🏵️🌻🌻🌼🌼🌷🌷🌻🏵️🏵️💮💮🌸🌸🌸🌺🌸🌸💮🌻🌻🌻🌼🌼', 'LOVE ❤ AYAT❤❤❤', 'JIOOS❤❤', 'I love you Jennie ❤', 'Jisooo  love ❤', 'I love you jisoo❤🌹', '🐌🦋🤎']"
90,nzLq6D72PKU,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'This favorite song 💖', '❤❤❤', 'Jisoo Lisa jennie Rose 🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖🖤💖', 'Like the dressssssssss', 'Jisso you look like a dool 💖👑🥰', 'Jisoo looks so sweet', 'Jisoo❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo', 'Jisoo is the best❤❤❤']"
91,-rzQhaOvol0,"['I❤soyaa', 'JISOO IS SO PRETTY', 'Jisoo,Rosè,Lisa and Jennie all members are best.🏅🏅🏅🏅🏆🎖️🏆🎖️', 'I love you Jisoo 💗💗💗💗💗', '지수', 'This song is so addictive ❤️❤️❤️', 'jisoo song flowers is so nice i always sing it!', 'I Love jisso❤😊', 'Sou fã dela e de todas 😊😊❤❤❤❤', 'I love you girls you are the best never give up ok? You are the best I love you I will always support you ❤']"
92,4XZz3WXRw0A,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Wow❤', 'its just perfect', 'Jason      ❤', '637k', '635k \nQueen Jisoo.', 'Amooo', '❤❤❤❤❤❤❤', 'Te amo jisoo', '615k\nKim Jisoo.']"
93,7Q4D3TwDAio,"['Where is lisa😢 porque la odian tanto', 'I am indian but I am blackpink big fan❤❤', 'Lisa is best❤❤', 'Ben türküm ama yapmak pişey yok😢', 'I love shut down❤', 'Lalisa manoban🍭🍭🍭🍭', ""Choachella was made fore them... Why did Yg cut Lisa out? It's unfair to her. It's been 7 years and I am so proud of them..."", 'when we pull up you know its a shut down', 'All blinks love you always 💗 love you jiso 😊 Rose 😍 Jennie🤗   Lisa 🖤💓😚', 'BLINK 🖤\U0001fa77✨']"
94,ep-Sg9JfmcA,"['Why are blinks being so dramatic all bc of one video of Lisa not being mentioned 😭💀 what about the many times rosé isn’t included', ""I love jennie's voice😍❤️"", 'Кто русский тут', ""This video's purchase generic code"", 'i Love Lisa', 'Rose beautiful', 'Yes yes I am❤', 'Favoutite', 'ПРОСЬБА , МНЕ ПОЖАЛУЙСТА 💝💝💝💝 МАФИЯ КРАСАВИЦ 💝💝💝💝 на русском языке у меня нет возможности перевода ..... 🌹🌹🌹🌹🌹( БУДДА 13 ВЕК )💝💝💝💝.....        🦍🦍🦍🦍---- это мой профиль .', 'I wish I could’ve seen this sooner😢 but im probably, gonna make a short, but just getting ready for the day']"
95,hIVAWkTcXXc,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'We always love you Jisoo❤❤ I love you too I am your Indian fan', '🌅🍶🍶🎡🦋🦋', ""What LESSERAFIM SAKURA?JISOO dancer Sakura😂100% I'm thinking 🤔😅😂🎉😊"", 'Y para siempre en blakpinks princesita jenny esta canción la sacaste de jisso ya hace años❤', 'Her smile just makes my day 😊😊', 'Las amooooooooo ❤❤❤❤❤❤', 'Jisoo I love you%1\n  Jisoo I love you%2\n     Jisoo I love you%3\n        Jisoo I love you%4\n           Jisoo I love you%5\n              Jisoo I love you%6\n                  Jisoo I love you %7\n                     Jisoo I love you %8\n                         Jisoo I love you%9\n                       Jisoo I love you%10\n                     Jisoo I love you %11\n                   Jisoo I love you %12\n                Jisoo I love you %13\n          Jisoo I love you %14\n       Jisoo I love you %15\n  Jisoo I love you %16\nJisoo I love you %17\n  Jisoo I love you %18\n     Jisoo I love you %19\n        Jisoo I love you %20', '지수는 선하고 이쁘다', 'Me gusta jisoo']"
96,V1pS_9z7VQA,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '영상으로 하트를 만드세요 하지만 여러분 모두', 'Nicht schlecht gutessso', 'Ingo', 'Ingo', 'Джису ты молодец❤', 'Why the peple said you will do new music name all eyes on me 🎉😣😖🤩🤓', 'I am from india do you hate me or not😢', 'I ❤ jisso 😍😘🌺🌹', 'I ❤ Black pink 💖🖤']"
97,NAm2Ts-w310,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'Oh my gosh who thinks those two guys are handsome ☺️☺️☺️☺️☺️😊😊😊😊😊', 'So hottttt 🥵 wiw gurl', 'Jisoo is a real angel', 'Te amo jisoo❤❤❤❤❤❤❤', 'Jisooooooooooooooooooooooooo ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo unnini you best in the world ❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'ジスちゃん、可愛いですね。😚👍ちょっと、西内まりやに似てるかも。', 'This is the most beautiful outfit i’ve ever seen!!!❤🎉', 'Королева К поп']"
98,Do0G--EYVAU,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', '❤❤❤❤❤❤❤❤', '❤GREAT❤', 'I love jisoo ❤❤❤❤❤❤', '지수 로즈 리사 제니 ❤️💕🥰😍', '사랑해 블랙핑크의 매우 재능 있는 소녀들 u 4는 우리의 여왕입니다', 'かわいい', 'Aku suka jiso❤❤❤❤', '❤❤❤❤😊😊😊😊', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤']"
99,UyruJZ9YrjE,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'JISOO IS PRETTY SO MUCH!', 'Jisoo is so gorgeous :)))', 'Love you Jisooooooooooooooooooooooooo ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo ❤😊❤😊', 'Ben Türküm blackpink', 'Cantibawet🎉❤😅', 'Love you Jisoo ❤', 'Love her.', 'Лодимэ🥰😍🤗❤🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹']"
100,1EQvcWz3Ziw,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'she is so beautiful 🌺💕', 'jisoo is the most beautiful women in the world ❤❤❤', 'Now you can see that Jisso likes kitties💖💐❤', 'O melhor solo, elegante e lindo ♡', 'جیسو من خخخخخخخخخیییییلیییی دوست دارم تو بینظیر هستی❤❤❤❤❤❤❤❤❤', 'Love you too Jisoo', '지수🌹', 'Who will support Jisoo forever? 🌹🤏🏻', 'stunning visuals']"
101,AUwWAdBUo5U,"['JISOO - ‘꽃(FLOWER)’ M/V\nhttps://youtu.be/YudHcBIxlYw', 'LOVE JISOO', 'linda<3', '🤍💗❤️', 'MV--->400m.go to> 500m😊❤🎉', '너무 귀여워서 사랑해요 😭💝', 'Who will support Jisoo forever? 🌹🤏🏻', 'so pretty', 'jichuuuu', 'She is so sweet and kind']"
