,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
83,FJf8U0bB1iw,BLACKPINK,🌹 and 🌷 #JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,#JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,,2023-04-11T04:00:06Z,73233234,3717862,,33170,PT10S,hd,false
84,jss_1vycIpo,BLACKPINK,#지수 눈빛이 싹 변했지 🌷 #JISOO_FLOWER #지수꽃 #ME #JISOO #BLACKPINK #블랙핑크 #FLOWERchallenge,#JISOO_FLOWER #지수꽃 #ME #JISOO #BLACKPINK #블랙핑크 #FLOWERchallenge,,2023-04-10T04:00:15Z,26910499,1978501,,22698,PT14S,hd,false
85,cbUDv7ILQZM,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V REACTION,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV #MV_REACTION #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-04-08T04:00:26Z,3935908,423299,,11311,PT4M26S,hd,true
86,tKQRtJHw1Fg,BLACKPINK,코첼라 모드로 변신하는 모습을 공유해 보세요. YouTube Shorts에서 #CoachellaOnYouTube 를 함께 즐겨요.,,,2023-04-08T00:12:56Z,5374769,304157,,2171,PT16S,hd,false
87,fmaFTCDQrHI,BLACKPINK,Show how you glow up for Coachella. #CoachellaOnYouTube brought to you by YouTube Shorts.,,,2023-04-08T00:00:05Z,23993050,1564796,,5942,PT16S,hd,false
88,klbdGv5Bz3U,BLACKPINK,붉게 타버려진 #지수 와 #영지 🌹 #JISOO_FLOWER #지수꽃 #ME #JISOO #BLACKPINK #블랙핑크 #FLOWERchallenge,#JISOO_FLOWER #지수꽃 #ME #JISOO #BLACKPINK #블랙핑크 #FLOWERchallenge,,2023-04-07T14:21:36Z,68120745,3808217,,23301,PT31S,hd,false
89,akrrJv8aGuM,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V MAKING B-CUT CLIP,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV #MAKING #BCUTCLIP #YG,,2023-04-07T04:00:03Z,3989766,486743,,3096,PT28S,hd,false
90,nzLq6D72PKU,BLACKPINK,난 하얀 꽃잎처럼 날아가🤍 #JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,#JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,,2023-04-06T04:00:32Z,59262289,2612066,,15421,PT22S,hd,false
91,-rzQhaOvol0,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V HIGHLIGHT CLIP #2,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV #HIGHLIGHTCLIP #YG,,2023-04-06T03:00:00Z,3627423,478689,,2456,PT16S,hd,false
92,4XZz3WXRw0A,BLACKPINK,JISOO - ‘꽃(FLOWER)’ DANCE PERFORMANCE VIDEO,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #DANCE_PERFORMANCE_VIDEO #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-04-05T15:00:08Z,129653508,3001899,,98490,PT3M1S,hd,false
93,7Q4D3TwDAio,BLACKPINK,코첼라 모드로 변신하는 모습을 공유해 보세요. YouTube Shorts에서 #CoachellaOnYouTube 를 함께 즐겨요.,,,2023-04-05T13:00:30Z,6906906,263447,,2928,PT16S,hd,false
94,ep-Sg9JfmcA,BLACKPINK,Show how you glow up for Coachella. #CoachellaOnYouTube brought to you by YouTube Shorts.,,,2023-04-05T13:00:05Z,31636959,1850623,,10706,PT16S,hd,false
95,hIVAWkTcXXc,BLACKPINK,#지수꽃 향기만 남아~🌸 #JISOO_FLOWER #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge #Shorts,#JISOO_FLOWER #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge #Shorts,,2023-04-05T04:00:30Z,22329479,1254067,,5791,PT19S,hd,false
96,V1pS_9z7VQA,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V MAKING FILM,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV_MAKING #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-04-04T04:00:12Z,6529487,615950,,10922,PT3M28S,hd,true
97,NAm2Ts-w310,BLACKPINK,꽃 향기만 남기고 갔단다🌹 #JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge #Shorts,#JISOO_FLOWER #지수꽃 #ME #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge #Shorts,,2023-04-04T04:00:10Z,30850736,1886150,,11482,PT22S,hd,false
98,Do0G--EYVAU,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V HIGHLIGHT CLIP #1,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV #HIGHLIGHTCLIP #YG,,2023-04-04T03:00:06Z,6905710,587325,,3017,PT16S,hd,false
99,UyruJZ9YrjE,BLACKPINK,Dance with #ME 🌺 #JISOO_FLOWER #지수꽃 #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,#JISOO_FLOWER #지수꽃 #JISOO #지수 #BLACKPINK #블랙핑크 #FLOWERchallenge,,2023-04-03T04:00:04Z,51634637,2950038,,18472,PT23S,hd,false
100,1EQvcWz3Ziw,BLACKPINK,JISOO - [ME] JACKET MAKING FILM,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #AllEyesOnMe #JACKET_MAKING #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-04-02T04:00:00Z,5796519,699099,,13148,PT2M15S,hd,true
101,AUwWAdBUo5U,BLACKPINK,JISOO - ‘꽃(FLOWER)’ FANCHANT GUIDE,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #FANCHANT_GUIDE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-04-01T11:08:00Z,4068358,577560,,22572,PT4M19S,hd,true
102,YudHcBIxlYw,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V,"JISOO - ‘꽃(FLOWER)’ 

ABC 도레미만큼 착했던 나
그 눈빛이 싹 변했지 어쩌면 이 또한 나니까
 
난 파란 나비처럼 날아가
잡지 못한 건 다 네 몫이니까
활짝 꽃피웠던 시간도 이제 모두
내겐 lie lie lie
 
붉게 타버려진 너와 나
난 괜찮아 넌 괜찮을까
구름 한 점 없이 예쁜 날
꽃향기만 남기고 갔단다
꽃향기만 남기고 갔단다
  
You and me, 미칠 듯이 뜨거웠지만
처참하게 짓밟혀진 내 하나뿐인 라일락
 
난 하얀 꽃잎처럼 날아가
잡지 않은 것은 너니까
살랑살랑 부는 바람에 이끌려
봄은 오지만 우린 bye bye bye
  
붉게 타버려진 너와 나
난 괜찮아 넌 괜찮을까
구름 한 점 없이 예쁜 날
꽃향기만 남기고 갔단다
꽃향기만 남기고 갔단다
 
이젠 안녕 goodbye
뒤는 절대 안 봐
미련이란 이름의 잎새 하나
봄비에 너에게서 떨어져
꽃향기만 남아
 
꽃향기만 남기고 갔단다

More about BLACKPINK @
http://www.blackpinkofficial.com/jisoo
http://www.youtube.com/BLACKPINKOFFICIAL
https://www.instagram.com/BLACKPINKOFFICIAL
http://www.facebook.com/BLACKPINKOFFICIAL
https://twitter.com/BLACKPINK

#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV #YG","['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-03-31T04:00:14Z,419601965,10249833,,1348533,PT3M5S,hd,true
103,B8lVquymG1s,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] MANILA HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #MANILA #YG,,2023-03-30T12:00:07Z,1718287,250927,,2924,PT36S,hd,false
104,LLWZOF7DiVg,BLACKPINK,JISOO - ‘꽃(FLOWER)’ M/V TEASER,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #MV_TEASER #20230331_12amEDT #20230331_1pmKST #RELEASE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', '꽃', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-03-28T15:00:21Z,18666895,1807976,,127557,PT22S,hd,false
105,vNFTtDh4mEg,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] KAOHSIUNG HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #KAOHSIUNG #YG,,2023-03-23T12:00:49Z,1362308,216869,,2469,PT36S,hd,false
106,TO3z3wQENPw,BLACKPINK,JISOO - VISUAL FILM #2,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #TITLE #꽃 #FLOWER #VISUALFILM #20230331_12amEDT #20230331_1pmKST #RELEASE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', '꽃', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-03-21T15:00:31Z,9771077,1157945,,49052,PT26S,hd,false
107,ido-fCQek5Q,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] X KOREAN AIR WELCOME VIDEO,"Welcome on board! 블랙핑크가 대한항공에 탑승한 여러분을 환영합니다

BLACKPINK WORLD TOUR [BORN PINK]의 공식 항공사, 대한항공의 특별 기내 웰컴영상을 만나보세요!
Check out the special in-flight Welcome Video of Korean Air, the official airline of the BLACKPINK WORLD TOUR [BORN PINK]!

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #OFFICIAL_AIRLINE #KoreanAir #WELCOME_VIDEO #YG","['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-03-20T05:00:15Z,1965381,227912,,7043,PT1M14S,hd,true
108,WQ3POzJxztI,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] JAKARTA HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #JAKARTA #YG,,2023-03-17T12:00:23Z,2155082,309831,,3382,PT31S,hd,false
109,Rj-LibQFoYQ,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #16,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_16 #BORNPINK #WORLD_TOUR #AMSTERDAM #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-03-17T09:00:15Z,4875541,280196,,7372,PT9M19S,hd,true
110,XYjVwg63Z7U,BLACKPINK,JISOO - VISUAL FILM #1,#JISOO #지수 #BLACKPINK #블랙핑크 #FIRSTSINGLEALBUM #ME #VISUALFILM #20230331_12amEDT #20230331_1pmKST #RELEASE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', '지수 꽃', 'JISOO FLOWER', 'FLOWER', '꽃', 'All Eyes On Me', 'JISOO All Eyes On Me', '지수 All Eyes On Me', 'JISOO ME', 'ME', '지수 FLOWER', 'JISOO 꽃']",2023-03-15T15:00:32Z,12491724,1554467,,81551,PT27S,hd,false
111,_DPRnqDUobQ,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] KUALA LUMPUR HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #KUALALUMPUR #HIGHLIGHT #YG,,2023-03-10T12:00:23Z,1512474,222048,,2836,PT39S,hd,false
112,jQHgv0D7e6U,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #15,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_15 #BORNPINK #WORLD_TOUR #BERLIN #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-03-10T09:00:24Z,2777106,223606,,6621,PT13M22S,hd,false
113,Qxs_DCLswYA,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #14,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_14 #BORNPINK #WORLD_TOUR #PARIS #COPENHAGEN #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-03-03T09:00:14Z,2722671,218157,,7802,PT11M39S,hd,true
114,GYhfDGV5GvU,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #13,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_13 #BORNPINK #WORLD_TOUR #COLOGNE #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-02-24T09:00:09Z,2845850,230140,,6222,PT13M48S,hd,true
115,2LyUwTs6uK0,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #12,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_12 #BORNPINK #WORLD_TOUR #LONDON #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-02-17T09:00:02Z,2451535,215119,,7174,PT15M6S,hd,true
116,glj7kBEOIW8,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #11,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_11 #BORNPINK #WORLD_TOUR #LA #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-02-10T09:00:32Z,2410119,231358,,7482,PT10M43S,hd,true
117,uWWN_kqSvYc,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] ABU DHABI HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #ABUDHABI #HIGHLIGHT #YG,,2023-02-03T12:00:41Z,2003110,257013,,4086,PT45S,hd,false
118,vB3dItmMVXM,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #10,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_10 #BORNPINK #WORLD_TOUR #NEWARK #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-02-03T09:00:42Z,2705615,258767,,9121,PT10M18S,hd,true
119,NNmtPJcV3AE,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #9,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_9 #BORNPINK #WORLD_TOUR #CHICAGO #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-01-27T09:00:15Z,2089704,211706,,6415,PT10M3S,hd,true
120,CoocTMrspKs,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] RIYADH HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #RIYADH #HIGHLIGHT #YG,,2023-01-26T12:00:06Z,2539375,342070,,4849,PT41S,hd,false
121,zfCo-X7UmKI,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #8,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_8 #BORNPINK #WORLD_TOUR #ATLANTA #HAMILTON #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-01-20T09:00:40Z,2678597,264980,,7739,PT10M15S,hd,true
122,YW32gwOg7kk,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] HONG KONG HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #HONGKONG #HIGHLIGHT #YG,,2023-01-18T12:00:31Z,1413405,217182,,2285,PT48S,hd,false
123,O0gZRROft68,BLACKPINK,BLACKPINK - ‘B.P.M.’ Roll #7,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_7 #BORNPINK #WORLD_TOUR #DALLAS #HOUSTON #YOUTUBE #YG,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']",2023-01-13T09:00:26Z,3006216,285376,,7414,PT11M54S,hd,true
124,Oj5a3A4UDws,BLACKPINK,BLACKPINK WORLD TOUR [BORN PINK] BANGKOK HIGHLIGHT CLIP,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #BANGKOK #HIGHLIGHT #YG,,2023-01-11T12:00:13Z,1459032,249998,,2668,PT37S,hd,false
