1053251364	20220609	202206	2022	2022.4356	MOS	MUSLIM				MOS															1	051	051	05	1	3.4	7	1	7	0.1850138760407	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220709	https://www.thewhig.com:443/opinion/columnists/abdollah-vakily-the-grand-islamic-pilgrimage-of-the-hajj
1053251494	20220709	202207	2022	2022.5178											MOS	MUSLIM				MOS					0	043	043	04	1	2.8	5	1	5	0.1850138760407	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220709	https://www.thewhig.com:443/opinion/columnists/abdollah-vakily-the-grand-islamic-pilgrimage-of-the-hajj
1053251497	20220709	202207	2022	2022.5178											PTY	PARTY MEMBER									0	020	020	02	1	3.0	10	1	10	2.37623762376237	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220709	https://www.dailymail.co.uk/news/article-10996747/Tories-seize-moment-launch-leadership-bids-Kemi-Badenoch-latest-join-race.html
1053252440	20220709	202207	2022	2022.5178	MOS	MUSLIM				MOS															0	042	042	04	1	1.9	5	1	5	0.1850138760407	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220709	https://www.thewhig.com:443/opinion/columnists/abdollah-vakily-the-grand-islamic-pilgrimage-of-the-hajj
1053252441	20220709	202207	2022	2022.5178	MOS	MUSLIM				MOS															1	051	051	05	1	3.4	13	2	13	0.71750693802035	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220709	https://www.thewhig.com:443/opinion/columnists/abdollah-vakily-the-grand-islamic-pilgrimage-of-the-hajj
1053252481	20220709	202207	2022	2022.5178	REL	PILGRIM																			0	051	051	05	1	3.4	6	1	6	0.1850138760407	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220709	https://www.thewhig.com:443/opinion/columnists/abdollah-vakily-the-grand-islamic-pilgrimage-of-the-hajj
1053255991	20220709	202207	2022	2022.5178	AFG	AFGHANISTAN	AFG								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	10	1	10	-0.49019607843137	1	Afghanistan	AF	AF	33	66	AF	4	Brighouse, Calderdale, United Kingdom	UK	UKC2	53.7	-1.78333	-2590879	1	Germany	GM	GM	51.5	10.5	GM	20220709	https://www.thetelegraphandargus.co.uk/news/20267615.soldier-celebrating-25-years-forces-25-day-challenge/
1053256239	20220709	202207	2022	2022.5178	GBR	UNITED KINGDOM	GBR								AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	10	1	10	-0.49019607843137	4	Brighouse, Calderdale, United Kingdom	UK	UKC2	53.7	-1.78333	-2590879	1	Afghanistan	AF	AF	33	66	AF	1	Germany	GM	GM	51.5	10.5	GM	20220709	https://www.thetelegraphandargus.co.uk/news/20267615.soldier-celebrating-25-years-forces-25-day-challenge/
1053256241	20220709	202207	2022	2022.5178	GBR	UNITED KINGDOM	GBR								GBRFLK	FALKLAND ISLANDS	GBR								1	043	043	04	1	2.8	10	1	10	-0.49019607843137	4	Brighouse, Calderdale, United Kingdom	UK	UKC2	53.7	-1.78333	-2590879	1	Afghanistan	AF	AF	33	66	AF	1	Germany	GM	GM	51.5	10.5	GM	20220709	https://www.thetelegraphandargus.co.uk/news/20267615.soldier-celebrating-25-years-forces-25-day-challenge/
1053256795	20220709	202207	2022	2022.5178	USA	JERSEY	USA																		1	193	193	19	4	-10.0	18	1	18	1.61001788908766	1	Afghanistan	AF	AF	33	66	AF	0							1	Afghanistan	AF	AF	33	66	AF	20220709	https://www.huffpost.com/entry/tony-sirico-sopranos-dead_n_62c8b862e4b02e0ac9142190
1053262705	20220709	202207	2022	2022.5178	BUS	BUSINESS						BUS													0	050	050	05	1	3.5	4	1	4	4.97512437810945	1	Afghanistan	AF	AF	33	66	AF	0							1	Afghanistan	AF	AF	33	66	AF	20220709	https://menafn.com/1104503388/ACE-Home-Services-Honors-Our-Warriors-By-Providing-A-New-AC-To-An-Active-Military-Member-On-July-27-2022
1053264125	20220709	202207	2022	2022.5178											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	0	0							1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220709	https://tolonews.com/afghanistan-178851
1053264217	20220709	202207	2022	2022.5178	AFG	AFGHAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	012	012	01	1	-0.4	2	1	2	-1.2514220705347	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20220709	https://infotel.ca/newsitem/cda-afghanistan-ambassador/cp1670566431
1053264218	20220709	202207	2022	2022.5178	AFG	AFGHAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	012	012	01	1	-0.4	1	1	1	-1.2514220705347	1	United States	US	US	39.828175	-98.5795	US	1	Afghanistan	AF	AF	33	66	AF	1	United States	US	US	39.828175	-98.5795	US	20220709	https://infotel.ca/newsitem/cda-afghanistan-ambassador/cp1670566431
1053264219	20220709	202207	2022	2022.5178	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	013	013	01	1	0.4	1	1	1	-1.2514220705347	1	Afghanistan	AF	AF	33	66	AF	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20220709	https://infotel.ca/newsitem/cda-afghanistan-ambassador/cp1670566431
