1052900718	20220630	202206	2022	2022.4932	AFG	AFGHANISTAN	AFG								GOV	FOREIGN MINIST						GOV			0	043	043	04	1	2.8	6	1	6	-5.43580131208998	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900719	20220630	202206	2022	2022.4932	AFG	AFGHANISTAN	AFG								GOV	FOREIGN MINIST						GOV			0	043	043	04	1	2.8	2	1	2	-5.43580131208998	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20220707	https://www.arabnews.com/node/2117981
1052900720	20220630	202206	2022	2022.4932	AFG	AFGHANISTAN	AFG								QATGOV	QATAR	QAT					GOV			0	043	043	04	1	2.8	2	1	2	-5.43580131208998	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900721	20220630	202206	2022	2022.4932	AFGEDU	KABUL	AFG					EDU			AFGINSTALGOV	TALIBAN	AFG	TAL				INS	GOV		0	020	020	02	1	3.0	10	1	10	-5.43580131208998	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900723	20220630	202206	2022	2022.4932	GOV	FOREIGN MINIST						GOV			AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	6	1	6	-5.43580131208998	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900724	20220630	202206	2022	2022.4932	GOV	FOREIGN MINIST						GOV			AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	2	1	2	-5.43580131208998	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20220707	https://www.arabnews.com/node/2117981
1052900739	20220630	202206	2022	2022.4932	QATGOV	QATAR	QAT					GOV			AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	2	1	2	-5.43580131208998	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900746	20220707	202207	2022	2022.5123											AFG	AFGHANISTAN	AFG								0	051	051	05	1	3.4	5	1	5	-5.43580131208998	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.arabnews.com/node/2117981
1052900901	20220707	202207	2022	2022.5123											MIL	BORDER SECURITY						MIL			0	046	046	04	1	7.0	1	1	1	-2.5854108956602	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.southeastasiapost.com/news/272611911/us-says-its-too-early-to-consider-recognition-of-taliban
1052900902	20220707	202207	2022	2022.5123											MIL	BORDER SECURITY						MIL			0	046	046	04	1	7.0	4	1	4	-2.5854108956602	0							4	Khorasan, Helmand, Afghanistan	AF	AF10	32.2193	63.808	-3380846	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220707	https://www.southeastasiapost.com/news/272611911/us-says-its-too-early-to-consider-recognition-of-taliban
