1053366953	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								1	084	084	08	2	7.0	1	1	1	-3.10262529832935	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053366954	20220710	202207	2022	2022.5205	AFGGOV	AFGHANISTAN	AFG					GOV													0	020	020	02	1	3.0	292	136	292	0.201652883110256	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220710	https://www.leighjournal.co.uk/news/20268592.tom-tugendhat-highlights-back-story-military-pitch-top-job/
1053367121	20220710	202207	2022	2022.5205	GOV	TRADE MINIST						GOV													0	020	020	02	1	3.0	882	137	882	0.188778054447731	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220710	https://www.leighjournal.co.uk/news/20268592.tom-tugendhat-highlights-back-story-military-pitch-top-job/
1053367205	20220710	202207	2022	2022.5205	IRL	IRELAND	IRL																		1	010	010	01	1	0.0	266	123	266	0.266953540876986	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220710	https://www.leighjournal.co.uk/news/20268592.tom-tugendhat-highlights-back-story-military-pitch-top-job/
1053367345	20220710	202207	2022	2022.5205	MOS	MUSLIM				MOS					AFG	AFGHANISTAN	AFG								0	051	051	05	1	3.4	63	7	63	-3.62690565486337	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367499	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	33	7	33	-3.62690565486337	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367528	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								1	013	013	01	1	0.4	1	1	1	-3.10262529832935	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367529	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								1	013	013	01	1	0.4	1	1	1	-3.10262529832935	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367580	20220710	202207	2022	2022.5205	USAGOV	JOE BIDEN	USA					GOV			AFG	AFGHANISTAN	AFG								1	060	060	06	2	6.0	49	7	49	-3.62690565486337	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367581	20220710	202207	2022	2022.5205	USAGOV	JOE BIDEN	USA					GOV			AFG	AFGHAN	AFG								1	071	071	07	2	7.4	70	7	70	-3.62690565486337	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367582	20220710	202207	2022	2022.5205	USAGOV	JOE BIDEN	USA					GOV			AFG	AFGHAN	AFG								1	100	100	10	3	-5.0	69	7	69	-3.62690565486337	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367583	20220710	202207	2022	2022.5205	USAGOV	JOE BIDEN	USA					GOV			AFG	AFGHAN	AFG								1	100	100	10	3	-5.0	1	1	1	-3.10262529832935	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220710	https://english.news.cn/20220710/203271524bef4af2ae7ec2fd81d6b779/c.html
1053367993	20220710	202207	2022	2022.5205											COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	-2.51256281407035	0							1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368035	20220710	202207	2022	2022.5205											QAT	QATAR	QAT								0	040	040	04	1	1.0	2	1	2	1.04384133611691	0							1	Qatar	QA	QA	25.5	51.25	QA	1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2016/11/
1053368060	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	-2.51256281407035	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368061	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	26	13	26	-0.466423077118595	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Tonbridge, Kent, United Kingdom	UK	UKG5	51.1833	0.283333	-2609954	4	Tonbridge, Kent, United Kingdom	UK	UKG5	51.1833	0.283333	-2609954	20220710	https://www.gloucestershirelive.co.uk/news/uk-world-news/tom-tugendhat-highlights-military-background-7313646
1053368062	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	26	13	26	-0.466423077118595	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220710	https://www.gloucestershirelive.co.uk/news/uk-world-news/tom-tugendhat-highlights-military-background-7313646
1053368063	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			0	062	062	06	2	7.4	8	1	8	0.218579496048845	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2013/12/
1053368064	20220710	202207	2022	2022.5205	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								1	192	192	19	4	-9.5	18	2	18	-2.85628140703517	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368178	20220710	202207	2022	2022.5205	COPGOVMIL	DEPUTY						COP	GOV	MIL	AFG	AFGHANISTAN	AFG								1	040	040	04	1	1.0	1	1	1	-2.51256281407035	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368180	20220710	202207	2022	2022.5205	COPGOVMIL	DEPUTY						COP	GOV	MIL	AFG	AFGHANISTAN	AFG								1	0874	087	08	2	10.0	2	1	2	-2.51256281407035	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368181	20220710	202207	2022	2022.5205	COPGOVMIL	DEPUTY						COP	GOV	MIL	AFG	AFGHANISTAN	AFG								1	0874	087	08	2	10.0	12	2	12	-2.519355153191	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	United States	US	US	39.828175	-98.5795	US	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368182	20220710	202207	2022	2022.5205	COPGOVMIL	DEPUTY						COP	GOV	MIL	USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.51256281407035	1	Afghanistan	AF	AF	33	66	AF	1	United States	US	US	39.828175	-98.5795	US	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053368261	20220710	202207	2022	2022.5205	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	30	14	30	-0.400089313410696	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220710	https://www.gloucestershirelive.co.uk/news/uk-world-news/tom-tugendhat-highlights-military-background-7313646
1053368375	20220710	202207	2022	2022.5205	GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		LEG	LAWMAKER						LEG			0	062	062	06	2	7.4	12	1	12	0.218579496048845	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2013/12/
1053368458	20220710	202207	2022	2022.5205	LEG	LAWMAKER						LEG			AFG	AFGHANISTAN	AFG								0	062	062	06	2	7.4	8	1	8	0.218579496048845	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2013/12/
1053368473	20220710	202207	2022	2022.5205	LEG	LAWMAKER						LEG			GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		0	062	062	06	2	7.4	12	1	12	0.218579496048845	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2013/12/
1053368621	20220710	202207	2022	2022.5205	PAK	PAKISTAN	PAK								YEM	YEMEN	YEM								1	051	051	05	1	3.4	85	37	85	-4.56801501074402	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	-6.17444	106.829	-2679652	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.startribune.com/indonesian-muslims-celebrate-eid-al-adha-amid-fmd-outbreak/600189034/
1053368646	20220710	202207	2022	2022.5205	QAT	QATAR	QAT																		0	040	040	04	1	1.0	2	1	2	1.04384133611691	1	Qatar	QA	QA	25.5	51.25	QA	0							1	Afghanistan	AF	AF	33	66	AF	20220710	https://riponadvance.com/2016/11/
1053368775	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	6	1	6	-2.51256281407035	1	United States	US	US	39.828175	-98.5795	US	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://www.foxnews.com/politics/biden-says-middle-east-more-stable-secure-critic-shambolic-afghanistan-withdrawal
1053370165	20220710	202207	2022	2022.5205	AFG	AFGHANISTAN	AFG								GOVMILELI	NATIONAL SECURITY ADVISER						GOV	MIL	ELI	1	040	040	04	1	1.0	4	1	4	-3.2	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370167	20220710	202207	2022	2022.5205	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	192	192	19	4	-9.5	2	1	2	-3.2	1	Saudi Arabia	SA	SA	25	45	SA	1	Afghanistan	AF	AF	33	66	AF	1	Saudi Arabia	SA	SA	25	45	SA	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370405	20220710	202207	2022	2022.5205	GOVMILELI	NATIONAL SECURITY ADVISER						GOV	MIL	ELI	AFG	AFGHANISTAN	AFG								1	040	040	04	1	1.0	4	1	4	-3.2	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370406	20220710	202207	2022	2022.5205	GOVMILELI	NATIONAL SECURITY ADVISER						GOV	MIL	ELI	AFG	AFGHANISTAN	AFG								1	0874	087	08	2	10.0	5	1	5	-3.2	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370407	20220710	202207	2022	2022.5205	GOVMILELI	NATIONAL SECURITY ADVISER						GOV	MIL	ELI	USA	THE US	USA								1	040	040	04	1	1.0	3	1	3	-3.2	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370596	20220710	202207	2022	2022.5205	SAU	SAUDI	SAU								AFG	AFGHANISTAN	AFG								1	120	120	12	3	-4.0	1	1	1	-3.2	1	Israel	IS	IS	31.5	34.75	IS	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370597	20220710	202207	2022	2022.5205	SAU	SAUDI	SAU								AFG	AFGHANISTAN	AFG								1	120	120	12	3	-4.0	2	1	2	-3.2	1	Saudi Arabia	SA	SA	25	45	SA	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370678	20220710	202207	2022	2022.5205	USA	AMERICAN	USA																		0	046	046	04	1	7.0	1	1	1	-3.2	1	Afghanistan	AF	AF	33	66	AF	0							1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370696	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								1	0874	087	08	2	10.0	6	1	6	-3.2	1	Afghanistan	AF	AF	33	66	AF	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370697	20220710	202207	2022	2022.5205	USA	AMERICAN	USA								AFG	AFGHANISTAN	AFG								1	0874	087	08	2	10.0	2	1	2	-3.2	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370699	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								1	192	192	19	4	-9.5	6	1	6	-3.2	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370700	20220710	202207	2022	2022.5205	USA	AMERICAN	USA								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	0874	087	08	2	10.0	2	1	2	-3.2	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Afghanistan	AF	AF	33	66	AF	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
1053370701	20220710	202207	2022	2022.5205	USA	UNITED STATES	USA								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	0874	087	08	2	10.0	6	1	6	-3.2	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Afghanistan	AF	AF	33	66	AF	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20220710	https://printveela.com/biden-says-middle-east-more-stable-and-secure-but-critics-point-to-shambolic-afghanistan-withdrawal/
