1053767761	20220713	202207	2022	2022.5288	USAGOVMIL	UNITED STATES	USA					GOV	MIL		VEN	VENEZUELA	VEN								1	042	042	04	1	1.9	8	1	8	-3.66972477064221	1	Afghanistan	AF	AF	33	66	AF	1	Kenya	KE	KE	1	38	KE	1	Kenya	KE	KE	1	38	KE	20220713	https://www.msn.com/en-us/news/politics/former-senior-us-official-john-bolton-admits-to-planning-attempted-foreign-coups/ar-AAZvgph
1053767762	20220713	202207	2022	2022.5288	USAGOVMIL	UNITED STATES	USA					GOV	MIL		VEN	VENEZUELA	VEN								1	042	042	04	1	1.9	4	1	4	-3.66972477064221	1	Iraq	IZ	IZ	33	44	IZ	1	Kenya	KE	KE	1	38	KE	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.msn.com/en-us/news/politics/former-senior-us-official-john-bolton-admits-to-planning-attempted-foreign-coups/ar-AAZvgph
1053767793	20220713	202207	2022	2022.5288	USAMED	THE ASSOCIATED PRESS	USA					MED													0	070	070	07	2	7.0	110	11	110	-8.55018587360595	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.bignewsnetwork.com/news/272618293/report-alleges-british-soldiers-committed-war-crimes-in-afghanistan
1053768076	20220713	202207	2022	2022.5288	AFG	AFGHAN	AFG																		0	0231	023	02	1	3.4	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768077	20220713	202207	2022	2022.5288	AFG	KABUL	AFG								AFGINSTALGOV	TALIBAN	AFG	TAL				INS	GOV		1	128	128	12	3	-5.0	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768078	20220713	202207	2022	2022.5288	AFG	AFGHAN	AFG								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	334	41	334	-2.5592599078142	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768079	20220713	202207	2022	2022.5288	AFG	KABUL	AFG								EDU	SCHOOL						EDU			1	043	043	04	1	2.8	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768080	20220713	202207	2022	2022.5288	AFG	AFGHANISTAN	AFG								EDU	SCHOOL						EDU			0	110	110	11	3	-2.0	4	1	4	-2.51046025104602	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768081	20220713	202207	2022	2022.5288	AFG	AFGHANISTAN	AFG								GOV	GOVERNMENT						GOV			0	172	172	17	4	-5.0	205	40	205	-2.57844854338685	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768082	20220713	202207	2022	2022.5288	AFGINSTAL	TALIBAN	AFG	TAL				INS													0	172	172	17	4	-5.0	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768083	20220713	202207	2022	2022.5288	AFGINSTAL	TALIBAN	AFG	TAL				INS			EDU	SCHOOL						EDU			0	042	042	04	1	1.9	415	40	410	-2.57844854338685	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768084	20220713	202207	2022	2022.5288	AFGINSTAL	TALIBAN	AFG	TAL				INS			EDU	SCHOOL						EDU			0	043	043	04	1	2.8	430	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768085	20220713	202207	2022	2022.5288	AFGINSTAL	TALIBAN	AFG	TAL				INS			EDU	SCHOOL						EDU			0	160	160	16	4	-4.0	5	1	5	-2.51046025104602	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768086	20220713	202207	2022	2022.5288	AFGINSTAL	TALIBAN	AFG	TAL				INS			EDU	SCHOOL						EDU			0	172	172	17	4	-5.0	410	40	410	-2.57844854338685	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768087	20220713	202207	2022	2022.5288	AFGINSTALGOV	TALIBAN	AFG	TAL				INS	GOV												0	010	010	01	1	0.0	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768325	20220713	202207	2022	2022.5288	CVL	COMMUNITY						CVL													0	051	051	05	1	3.4	400	40	400	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	0							4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768387	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFG	KABUL	AFG								1	042	042	04	1	1.9	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768388	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFG	AFGHAN	AFG								1	043	043	04	1	2.8	334	41	334	-2.5592599078142	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768389	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFGINSTAL	TALIBAN	AFG	TAL				INS			0	042	042	04	1	1.9	430	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768390	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	415	40	410	-2.57844854338685	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768391	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFGINSTAL	TALIBAN	AFG	TAL				INS			0	160	160	16	4	-4.0	430	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768392	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			AFGINSTALGOV	TALIBAN	AFG	TAL				INS	GOV		1	172	172	17	4	-5.0	410	40	410	-2.57844854338685	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768394	20220713	202207	2022	2022.5288	EDU	SCHOOL						EDU			HRI	RIGHTS ACTIVIST						HRI			1	043	043	04	1	2.8	30	2	20	-2.55163554685477	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053768603	20220713	202207	2022	2022.5288	HRI	RIGHTS ACTIVIST						HRI			EDU	SCHOOL						EDU			1	042	042	04	1	1.9	30	2	20	-2.55163554685477	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	34.5167	69.1833	-3378435	20220713	https://www.northcountrypublicradio.org/news/npr/1110857585/secret-schools-enable-afghanistan-s-teen-girls-to-skirt-taliban-s-education-ban
1053770732	20210713	202107	2021	2021.5288	AFG	AFGHANISTAN	AFG																		0	010	010	01	1	0.0	20	1	20	-2.48004561003421	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053770737	20210713	202107	2021	2021.5288	IRQ	IRAQ	IRQ								AFG	AFGHANISTAN	AFG								0	010	010	01	1	0.0	4	1	4	-2.48004561003421	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053770738	20210713	202107	2021	2021.5288	IRQ	IRAQ	IRQ								AFG	AFGHANISTAN	AFG								0	010	010	01	1	0.0	16	1	16	-2.48004561003421	1	Iraq	IZ	IZ	33	44	IZ	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053770742	20220613	202206	2022	2022.4466	AFG	AFGHANISTAN	AFG								GBR	UNITED KINGDOM	GBR								0	130	130	13	3	-4.4	4	1	4	-2.48004561003421	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053770978	20220713	202207	2022	2022.5288	AFG	AFGHANISTAN	AFG																		0	010	010	01	1	0.0	8	1	8	-2.48004561003421	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053770979	20220713	202207	2022	2022.5288	AFG	AFGHANISTAN	AFG																		0	172	172	17	4	-5.0	195	38	195	-2.57982356885003	4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	0							4	Herat, Herat, Afghanistan	AF	AF11	34.3482	62.1997	-3377359	20220713	https://www.wrvo.org/2022-07-12/secret-schools-enable-afghanistans-teen-girls-to-skirt-talibans-education-ban
1053771358	20220713	202207	2022	2022.5288	GBR	UNITED KINGDOM	GBR								AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	6	1	6	-2.48004561003421	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053771361	20220713	202207	2022	2022.5288	GBR	LONDON	GBR								GOV	CHANCELLOR						GOV			0	040	040	04	1	1.0	2	1	2	-2.48004561003421	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053771503	20220713	202207	2022	2022.5288	IGOEUREEC	THE EU	EUR	EEC				IGO			AFG	AFGHANISTAN	AFG								0	110	110	11	3	-2.0	8	1	8	-2.48004561003421	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.breitbart.com/politics/2022/07/12/contest-to-replace-boris-johnson-sees-eight-candidates-make-the-cut/
1053771844	20220713	202207	2022	2022.5288	MILCOP	MILITARY POLICE						MIL	COP		AFGINSTAL	TALIBAN	AFG	TAL				INS			1	1823	182	18	4	-10.0	10	1	10	-5.36277602523659	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.dailymail.co.uk/news/article-11007911/Military-police-review-evidence-claims-SAS-troops-executed-Taliban-suspects-custody.html
1053773200	20220713	202207	2022	2022.5288	ARE	UNITED ARAB EMIRATES	ARE								BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	17	17	17	-4.952855690138	1	Afghanistan	AF	AF	33	66	AF	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20220713	https://www.voanews.com/a/iran-arrests-third-outspoken-filmmaker-in-escalating-crackdown-/6656130.html
1053774742	20220713	202207	2022	2022.5288											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	8	1	8	-0.35756853396901	0							4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	4	Sunak, Daykondi, Afghanistan	AF	AF41	33.9224	65.8281	-3393903	20220713	https://www.afr.com/world/europe/the-race-to-be-pm-reveals-the-changing-face-of-britain-20220713-p5b16u
1053774916	20220713	202207	2022	2022.5288	AUS	AUSTRALIAN	AUS								AFG	AFGHANISTAN	AFG								1	111	111	11	3	-2.0	2	1	2	-5.95238095238095	1	Australia	AS	AS	-25	135	AS	1	Afghanistan	AF	AF	33	66	AF	1	Australia	AS	AS	-25	135	AS	20220713	https://www.antiwar.com/blog/2022/07/12/bidens-middle-east-trip-shows-his-disregard-for-journalists/
1053774945	20220713	202207	2022	2022.5288	AUSMED	AUSTRALIAN	AUS					MED			AFG	AFGHANISTAN	AFG								1	111	111	11	3	-2.0	4	1	4	-5.95238095238095	1	Australia	AS	AS	-25	135	AS	1	Afghanistan	AF	AF	33	66	AF	1	Iraq	IZ	IZ	33	44	IZ	20220713	https://www.antiwar.com/blog/2022/07/12/bidens-middle-east-trip-shows-his-disregard-for-journalists/
1053775567	20220713	202207	2022	2022.5288	MIL	MILITARY						MIL			AFG	AFGHANISTAN	AFG								0	051	051	05	1	3.4	4	1	4	-0.2212389380531	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.wbaltv.com/article/maryland-governor-candidate-wes-moore/40591336
1053775999	20220713	202207	2022	2022.5288	USAGOV	JOE BIDEN	USA					GOV			SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	8	1	8	-9.7560975609756	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.presstv.ir/Detail/2022/07/12/685513/U-S--Failed-Policies
1053776000	20220713	202207	2022	2022.5288	USAGOV	JOE BIDEN	USA					GOV			SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	2	1	2	-9.7560975609756	1	Syria	SY	SY	35	38	SY	1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.presstv.ir/Detail/2022/07/12/685513/U-S--Failed-Policies
1053776722	20220713	202207	2022	2022.5288											GOVMIL	DEFENSE DEPARTMENT						GOV	MIL		0	020	020	02	1	3.0	5	1	5	-0.53262316910786	0							1	Afghanistan	AF	AF	33	66	AF	1	Afghanistan	AF	AF	33	66	AF	20220713	https://www.defenseone.com/policy/2022/07/ukraine-aid-oversight-hindered-pentagon-record-keeping-watchdog-says/374162/
